event_id,user_id,event_type,description,category,direction,amount,currency,event_date,settlement_date,status,linked_event_id,flexibility,minimum_allowed_amount
event_141,user_02,expense,Clinic payment,healthcare,debit,1538498.1,IDR,2025-07-11,2025-07-11,settled,,fixed,
event_142,user_02,expense,Cinema and events,entertainment,debit,1352563.79,IDR,2025-07-15,2025-07-15,settled,,reducible,670700.0
event_143,user_02,subscription,Shared storage plan,cloud_storage,debit,369550.0,IDR,2025-07-13,2025-07-13,settled,,stoppable,
event_144,user_02,expense,Home repair reserve,housing,debit,3534000.0,IDR,2025-08-04,2025-08-04,settled,,fixed,
event_145,user_02,expense,Grocery delivery,groceries,debit,2477697.53,IDR,2025-02-10,2025-02-10,settled,,fixed,
event_146,user_02,expense,Bulk pantry shop,groceries,debit,1667911.86,IDR,2025-02-20,2025-02-20,settled,,fixed,
event_147,user_02,expense,Weekly produce market,groceries,debit,1418745.34,IDR,2025-03-02,2025-03-02,settled,,fixed,
event_148,user_02,expense,Neighbourhood grocer,groceries,debit,1455258.76,IDR,2025-03-12,2025-03-12,settled,,fixed,
event_149,user_02,expense,Household groceries,groceries,debit,1920485.7,IDR,2025-03-22,2025-03-22,settled,,fixed,
event_150,user_02,expense,Household groceries,groceries,debit,1630631.42,IDR,2025-04-01,2025-04-01,settled,,fixed,
event_151,user_02,expense,Bulk pantry shop,groceries,debit,1664708.05,IDR,2025-04-11,2025-04-11,settled,,fixed,
event_152,user_02,expense,Household groceries,groceries,debit,1478895.05,IDR,2025-04-21,2025-04-21,settled,,fixed,
event_153,user_02,expense,Local market purchase,groceries,debit,2192475.45,IDR,2025-05-01,2025-05-01,settled,,fixed,
event_154,user_02,expense,Supermarket basket,groceries,debit,1852958.27,IDR,2025-05-11,2025-05-11,settled,,fixed,
event_155,user_02,expense,Neighbourhood grocer,groceries,debit,2030400.43,IDR,2025-05-21,2025-05-21,settled,,fixed,
event_156,user_02,expense,Local market purchase,groceries,debit,1611886.08,IDR,2025-05-31,2025-05-31,settled,,fixed,
event_157,user_02,expense,Neighbourhood grocer,groceries,debit,2158165.32,IDR,2025-06-10,2025-06-10,settled,,fixed,
event_158,user_02,expense,Grocery delivery,groceries,debit,2222527.88,IDR,2025-06-20,2025-06-20,settled,,fixed,
event_159,user_02,expense,Household groceries,groceries,debit,2079368.25,IDR,2025-06-30,2025-06-30,settled,,fixed,
event_160,user_02,expense,Local market purchase,groceries,debit,2218141.61,IDR,2025-07-10,2025-07-10,settled,,fixed,
event_161,user_02,expense,Fresh food shop,groceries,debit,2365919.6,IDR,2025-07-20,2025-07-20,settled,,fixed,
event_162,user_02,expense,Supermarket basket,groceries,debit,1913686.86,IDR,2025-07-30,2025-07-30,settled,,fixed,
event_163,user_02,expense,Fuel refill,transport,debit,1373039.34,IDR,2025-02-11,2025-02-11,settled,,fixed,
event_164,user_02,expense,Rail pass,transport,debit,995704.83,IDR,2025-02-25,2025-02-25,settled,,fixed,
event_165,user_02,expense,Metro and bus fares,transport,debit,1062246.98,IDR,2025-03-11,2025-03-11,settled,,fixed,
event_166,user_02,expense,Ride-hailing trip,transport,debit,1053078.61,IDR,2025-03-25,2025-03-25,settled,,fixed,
event_167,user_02,expense,Ride-hailing trip,transport,debit,1294200.86,IDR,2025-04-08,2025-04-08,settled,,fixed,
event_168,user_02,expense,Ride-hailing trip,transport,debit,1440242.94,IDR,2025-04-22,2025-04-22,settled,,fixed,
event_169,user_02,expense,Vehicle charging,transport,debit,1021628.43,IDR,2025-05-06,2025-05-06,settled,,fixed,
event_170,user_02,expense,Commuter pass,transport,debit,1374936.26,IDR,2025-05-20,2025-05-20,settled,,fixed,
event_171,user_02,expense,Commuter pass,transport,debit,1329347.44,IDR,2025-06-03,2025-06-03,settled,,fixed,
event_172,user_02,expense,Commuter pass,transport,debit,1309608.46,IDR,2025-06-17,2025-06-17,settled,,fixed,
event_173,user_02,expense,Rail pass,transport,debit,1111352.32,IDR,2025-07-01,2025-07-01,settled,,fixed,
event_174,user_02,expense,Commuter pass,transport,debit,1327886.54,IDR,2025-07-15,2025-07-15,settled,,fixed,
event_175,user_02,expense,Metro and bus fares,transport,debit,1062310.27,IDR,2025-07-29,2025-07-29,settled,,fixed,
event_176,user_02,expense,Bakery and snacks,dining,debit,1166644.88,IDR,2025-02-12,2025-02-12,settled,,fixed,
event_177,user_02,expense,Coffee shop,dining,debit,1101709.76,IDR,2025-03-05,2025-03-05,settled,,fixed,
event_178,user_02,expense,Weekend food delivery,dining,debit,935929.08,IDR,2025-03-26,2025-03-26,settled,,fixed,
event_179,user_02,expense,Quick-service meal,dining,debit,1271076.93,IDR,2025-04-16,2025-04-16,settled,,fixed,
event_180,user_02,expense,Takeaway order,dining,debit,971169.92,IDR,2025-05-07,2025-05-07,settled,,fixed,
event_181,user_02,expense,Neighbourhood restaurant,dining,debit,1111388.15,IDR,2025-05-28,2025-05-28,settled,,fixed,
event_182,user_02,expense,Bakery and snacks,dining,debit,947892.35,IDR,2025-06-18,2025-06-18,settled,,fixed,
event_183,user_02,expense,Family dinner,dining,debit,1043758.65,IDR,2025-07-09,2025-07-09,settled,,fixed,
event_184,user_02,expense,Bakery and snacks,dining,debit,1204805.34,IDR,2025-07-30,2025-07-30,settled,,fixed,
event_185,user_02,expense,Pending merchant debit,shopping,debit,1651100.0,IDR,2025-08-04,2025-08-08,pending,,fixed,
event_186,user_03,income,Payroll credit,salary,credit,4365000.0,IDR,2019-04-15,2019-04-15,settled,,fixed,
event_187,user_03,expense,Landlord standing order,rent,debit,1140000.0,IDR,2019-04-04,2019-04-04,settled,,fixed,
event_188,user_03,expense,Water and power payment,utilities,debit,295330.29,IDR,2019-04-08,2019-04-08,settled,,fixed,
event_189,user_03,subscription,Shared storage plan,cloud_storage,debit,20900.0,IDR,2019-04-14,2019-04-14,settled,,stoppable,
event_190,user_03,subscription,Video streaming plan,streaming,debit,117800.0,IDR,2019-04-11,2019-04-11,settled,,reducible_or_stoppable,58900.0
event_191,user_03,expense,Clothing and household items,shopping,debit,151493.37,IDR,2019-04-14,2019-04-14,settled,,reducible,66120.0
event_192,user_03,income,Payroll credit,salary,credit,4365000.0,IDR,2019-05-15,2019-05-15,settled,,fixed,
event_193,user_03,expense,Landlord standing order,rent,debit,1140000.0,IDR,2019-05-04,2019-05-04,settled,,fixed,
event_194,user_03,expense,Water and power payment,utilities,debit,290684.15,IDR,2019-05-08,2019-05-08,settled,,fixed,
event_195,user_03,subscription,Shared storage plan,cloud_storage,debit,20900.0,IDR,2019-05-14,2019-05-14,settled,,stoppable,
event_196,user_03,subscription,Video streaming plan,streaming,debit,117800.0,IDR,2019-05-11,2019-05-11,settled,,reducible_or_stoppable,58900.0
event_197,user_03,expense,Clothing and household items,shopping,debit,184274.02,IDR,2019-05-14,2019-05-14,settled,,reducible,66120.0
event_198,user_03,income,Payroll credit,salary,credit,4365000.0,IDR,2019-06-15,2019-06-15,settled,,fixed,
event_199,user_03,expense,Landlord standing order,rent,debit,1140000.0,IDR,2019-06-04,2019-06-04,settled,,fixed,
event_200,user_03,expense,Water and power payment,utilities,debit,270537.63,IDR,2019-06-08,2019-06-08,settled,,fixed,
event_201,user_03,subscription,Shared storage plan,cloud_storage,debit,20900.0,IDR,2019-06-14,2019-06-14,settled,,stoppable,
event_202,user_03,subscription,Video streaming plan,streaming,debit,117800.0,IDR,2019-06-11,2019-06-11,settled,,reducible_or_stoppable,58900.0
event_203,user_03,expense,Clothing and household items,shopping,debit,153395.26,IDR,2019-06-14,2019-06-14,settled,,reducible,66120.0
event_204,user_03,income,Payroll credit,salary,credit,4365000.0,IDR,2019-07-15,2019-07-15,settled,,fixed,
event_205,user_03,expense,Landlord standing order,rent,debit,1140000.0,IDR,2019-07-04,2019-07-04,settled,,fixed,
event_206,user_03,expense,Water and power payment,utilities,debit,303042.45,IDR,2019-07-08,2019-07-08,settled,,fixed,
event_207,user_03,subscription,Shared storage plan,cloud_storage,debit,20900.0,IDR,2019-07-14,2019-07-14,settled,,stoppable,
event_208,user_03,subscription,Video streaming plan,streaming,debit,117800.0,IDR,2019-07-11,2019-07-11,settled,,reducible_or_stoppable,58900.0
event_209,user_03,expense,Clothing and household items,shopping,debit,173930.81,IDR,2019-07-14,2019-07-14,settled,,reducible,66120.0
event_210,user_03,income,Payroll credit,salary,credit,4365000.0,IDR,2019-08-15,2019-08-15,settled,,fixed,
event_211,user_03,income,Promotion arrears payment,salary,credit,1964250.0,IDR,2019-08-20,2019-08-20,settled,,fixed,
event_212,user_03,expense,Landlord standing order,rent,debit,1140000.0,IDR,2019-08-04,2019-08-04,settled,,fixed,
event_213,user_03,expense,Water and power payment,utilities,debit,262344.55,IDR,2019-08-08,2019-08-08,settled,,fixed,
event_214,user_03,subscription,Shared storage plan,cloud_storage,debit,20900.0,IDR,2019-08-14,2019-08-14,settled,,stoppable,
event_215,user_03,subscription,Video streaming plan,streaming,debit,117800.0,IDR,2019-08-11,2019-08-11,settled,,reducible_or_stoppable,58900.0
event_216,user_03,expense,Clothing and household items,shopping,debit,180395.29,IDR,2019-08-14,2019-08-14,settled,,reducible,66120.0
event_217,user_03,expense,Bulk pantry shop,groceries,debit,159576.52,IDR,2019-03-12,2019-03-12,settled,,fixed,
event_218,user_03,expense,Bulk pantry shop,groceries,debit,234390.87,IDR,2019-03-22,2019-03-22,settled,,fixed,
event_219,user_03,expense,Bulk pantry shop,groceries,debit,230312.98,IDR,2019-04-01,2019-04-01,settled,,fixed,
event_220,user_03,expense,Supermarket basket,groceries,debit,234602.65,IDR,2019-04-11,2019-04-11,settled,,fixed,
event_221,user_03,expense,Neighbourhood grocer,groceries,debit,209875.85,IDR,2019-04-21,2019-04-21,settled,,fixed,
event_222,user_03,expense,Weekly produce market,groceries,debit,178469.49,IDR,2019-05-01,2019-05-01,settled,,fixed,
event_223,user_03,expense,Weekly produce market,groceries,debit,180577.99,IDR,2019-05-11,2019-05-11,settled,,fixed,
event_224,user_03,expense,Household groceries,groceries,debit,155851.46,IDR,2019-05-21,2019-05-21,settled,,fixed,
event_225,user_03,expense,Grocery delivery,groceries,debit,188355.72,IDR,2019-05-31,2019-05-31,settled,,fixed,
event_226,user_03,expense,Household groceries,groceries,debit,166710.61,IDR,2019-06-10,2019-06-10,settled,,fixed,
event_227,user_03,expense,Grocery delivery,groceries,debit,171495.67,IDR,2019-06-20,2019-06-20,settled,,fixed,
event_228,user_03,expense,Supermarket basket,groceries,debit,145691.38,IDR,2019-06-30,2019-06-30,settled,,fixed,
event_229,user_03,expense,Supermarket basket,groceries,debit,171259.18,IDR,2019-07-10,2019-07-10,settled,,fixed,
event_230,user_03,expense,Local market purchase,groceries,debit,173004.74,IDR,2019-07-20,2019-07-20,settled,,fixed,
event_231,user_03,expense,Supermarket basket,groceries,debit,214266.98,IDR,2019-07-30,2019-07-30,settled,,fixed,
event_232,user_03,expense,Weekly produce market,groceries,debit,221578.88,IDR,2019-08-09,2019-08-09,settled,,fixed,
event_233,user_03,expense,Local market purchase,groceries,debit,240706.45,IDR,2019-08-19,2019-08-19,settled,,fixed,
event_234,user_03,expense,Neighbourhood grocer,groceries,debit,200238.72,IDR,2019-08-29,2019-08-29,settled,,fixed,
